epoch,loss,accuracy,prediction
64,0.039774337550625205,0.9902140015055382,但是，这一立场并没有防止德语中所说的忧虑的扩散。、大大更更更增增增恐恐恐和和，，，吹增。增正长们阿，，大大大是是是所所最应所所所而是最最
65,0.051729724276810884,0.9888160017206151,当今的某些对人身自由以及民权的限制含有限制其时效的废止条款。 所有这些法规都应当定期接受议会的重新审查。有会致现时的的的时没没没没没没没
66,0.05173676321282983,0.9890310786106032,TTTP的目标是释放跨大西洋经济的力量—目目前大西洋两岸仍是世界最大最大有的市场，占全球金融活动的四分之三和世界贸易量的一大半。。通通头
67,0.05024196533486247,0.9890310786106032,首先，世界贸易年增长率只有区区区%，而2000—2000年间高达8%。的远共击的的的的带带发发确的权罩减判观者者共不的一带带观的的的不过
68,0.04946265579201281,0.9884933863856329,军事无人机在击毙恐怖组织头目的行动中作用非凡。的了击击击击击后击击击击美击击击击构到到为为击击击击击击击击击击击击击击要要击击击击击议作
69,0.04750895034521818,0.9883858479406388,很久以来，古巴关塔那摩湾的战俘营成为了闻所未闻的象征，也就是不经审判逮捕被剥夺所有人员的“非法战斗人员”。方是那市扩方出那那夺夺夺夺们定
70,0.03853530692867935,0.9908592321755028,但签订贸易协议，特别是包含如此多监管问题的贸易协议，永远不是件容易事，因为它必须考虑到现代经济的复杂性。易变性。。动动受有有不不不不的的
71,0.0415840067435056,0.9902140015055382,而特朗普质疑美国是否将继续坚持“一个中国”政策的声明极有可能严重损害世界两大经济体之间的关系。。毁参平当在在反苏力语限主有有个，。，，美
72,0.0387336693238467,0.9906441552855145,并不是所有人都赞同这一美国式的观点。的反反反反家的的的。这这这组它它的的的的的欧欧。民民。。。。接应应谈大在上上人家谈出在这这的的的的这
73,0.043434531427919865,0.9898913861705559,危机前，特别是2033——077年，生产率增长缓慢被一种世界大部分国家都在欣欣欣荣的幻觉所蒙蔽。。然虑虑—”被觉觉的于和和的的的””为为
74,0.04286600626073778,0.9892461555005915,布莱尔第一个主张安全是第一自由。由开的正安布布正正民民是央订一一一了无无它它它恐恐家。严严严正所所所的自里正正正正安主上上于，，正正正正
75,0.04867354757152498,0.9894612323905796,任何一个火车事故或者飞机坠毁现在都首先被怀疑是恐怖主义行为。。发被被被主主1%多组合合合合性性比为为成成多多没或的是组组被—，前组组和假
